entry	symbol	decompile_status	decompile_file	file_present	evidence_class	research_status	next_action	textual_callers_count	textual_callers	textual_callees_count	textual_callees	source_cpp_h_references	callgraph_basis	ghidra_catalog_present	ghidra_calling_convention	ghidra_signature	ghidra_body_min	ghidra_body_max	ghidra_body_address_count	ghidra_is_thunk	ghidra_thunk_target	ghidra_direct_callers_count	ghidra_direct_callers	ghidra_direct_callees_count	ghidra_direct_callees	ghidra_incoming_ref_count	ghidra_incoming_flow_refs	ghidra_incoming_data_refs	ghidra_incoming_other_refs
00401000	FUN_00401000	ok	00401000_FUN_00401000.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	11	FUN_004011EB;FUN_00401726;FUN_004032E8;FUN_00404DD8;FUN_0040656C;FUN_00406A40;FUN_004092E3;FUN_00409B75;FUN_004209FC;FUN_004509FA;FUN_00454763	0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00401000(void)	00401000	0040104B	76	false		11	004011EB:FUN_004011eb;00401726:FUN_00401726;004032E8:FUN_004032e8;00404DD8:FUN_00404dd8;0040656C:FUN_0040656c;00406A40:FUN_00406a40;004092E3:FUN_004092e3;00409B75:FUN_00409b75;004209FC:FUN_004209fc;004509FA:FUN_004509fa;00454763:FUN_00454763	0		35	33	2	0
0040104C	FUN_0040104c	ok	0040104c_FUN_0040104c.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	6	FUN_00401466;FUN_00401AC0;FUN_00401D03;FUN_0040586F;FUN_0040833B;FUN_0040C2CD	1	FUN_0054A9E0	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_0040104c(void)	0040104C	00401151	262	false		6	00401466:FUN_00401466;00401AC0:FUN_00401ac0;00401D03:FUN_00401d03;0040586F:FUN_0040586f;0040833B:FUN_0040833b;0040C2CD:FUN_0040c2cd	1	0054A9E0:FUN_0054a9e0	6	6	0	0
00401152	FUN_00401152	ok	00401152_FUN_00401152.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	14	FUN_0040151A;FUN_00401B53;FUN_00401F85;FUN_0040621D;FUN_0040856B;FUN_0040B980;FUN_0059E880;FUN_0059E893;FUN_0059E8A6;FUN_0059E8B9;FUN_0059E8CC;FUN_0059E918;FUN_0059EAFA;FUN_0059ECB2	1	FUN_0054AA45	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00401152(void)	00401152	0040116D	28	false		14	0040151A:FUN_0040151a;00401B53:FUN_00401b53;00401F85:FUN_00401f85;0040621D:FUN_0040621d;0040856B:FUN_0040856b;0040B980:FUN_0040b980;0059E880:Unwind@0059e880;0059E893:Unwind@0059e893;0059E8A6:Unwind@0059e8a6;0059E8B9:Unwind@0059e8b9;0059E8CC:Unwind@0059e8cc;0059E918:Unwind@0059e918;0059EAFA:Unwind@0059eafa;0059ECB2:Unwind@0059ecb2	1	0054AA45:FUN_0054aa45	14	14	0	0
0040116E	FUN_0040116e	ok	0040116e_FUN_0040116e.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	2	FUN_00403924;FUN_00403EB8	0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_0040116e(void)	0040116E	004011EA	125	false		2	00403924:FUN_00403924;00403EB8:FUN_00403eb8	0		23	2	21	0
004011EB	FUN_004011eb	ok	004011eb_FUN_004011eb.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_0040656C	1	FUN_00401000	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_004011eb(void)	004011EB	00401223	57	false		1	0040656C:FUN_0040656c	1	00401000:FUN_00401000	2	2	0	0
00401224	FUN_00401224	ok	00401224_FUN_00401224.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_0040827E	0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00401224(void)	00401224	00401274	81	false		1	0040827E:FUN_0040827e	0		21	1	20	0
00401275	FUN_00401275	ok	00401275_FUN_00401275.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	2	FUN_004063A5;FUN_004097A3	0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00401275(void)	00401275	004012C5	81	false		2	004063A5:FUN_004063a5;004097A3:FUN_004097a3	0		21	2	19	0
004012C6	FUN_004012c6	ok	004012c6_FUN_004012c6.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	9	FUN_00418828;FUN_00447691;FUN_00447C73;FUN_0044AE38;FUN_0044C53F;FUN_004662C5;FUN_004A8F14;FUN_004F7482;FUN_00504A80	0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_004012c6(void)	004012C6	004012E4	31	false		9	00418828:FUN_00418828;00447691:FUN_00447691;00447C73:FUN_00447c73;0044AE38:FUN_0044ae38;0044C53F:FUN_0044c53f;004662C5:FUN_004662c5;004A8F14:FUN_004a8f14;004F7482:FUN_004f7482;00504A80:FUN_00504a80	0		25	25	0	0
004012E5	FUN_004012e5	ok	004012e5_FUN_004012e5.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_004A8F14	0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_004012e5(void)	004012E5	00401303	31	false		1	004A8F14:FUN_004a8f14	0		2	2	0	0
00401304	FUN_00401304	ok	00401304_FUN_00401304.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_00435B13	0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00401304(void)	00401304	00401366	99	false		1	00435B13:FUN_00435b13	0		5	5	0	0
00401367	FUN_00401367	ok	00401367_FUN_00401367.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_00435B13	0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00401367(void)	00401367	0040137B	21	false		1	00435B13:FUN_00435b13	0		1	1	0	0
0040137C	FUN_0040137c	ok	0040137c_FUN_0040137c.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_00435B13	0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_0040137c(void)	0040137C	004013AC	49	false		1	00435B13:FUN_00435b13	0		3	3	0	0
004013AD	FUN_004013ad	ok	004013ad_FUN_004013ad.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_00435B13	0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_004013ad(void)	004013AD	004013C1	21	false		1	00435B13:FUN_00435b13	0		1	1	0	0
004013C2	FUN_004013c2	ok	004013c2_FUN_004013c2.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_00435B13	0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_004013c2(void)	004013C2	004013F2	49	false		1	00435B13:FUN_00435b13	0		4	4	0	0
004013F3	FUN_004013f3	ok	004013f3_FUN_004013f3.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_00435B13	0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_004013f3(void)	004013F3	00401458	102	false		1	00435B13:FUN_00435b13	0		1	1	0	0
00401459	FUN_00401459	ok	00401459_FUN_00401459.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00401459(void)	00401459	00401465	13	false		0		0		21	0	21	0
00401466	FUN_00401466	ok	00401466_FUN_00401466.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	21	FUN_00402F01;FUN_00403924;FUN_00403EB8;FUN_00405065;FUN_0040586F;FUN_004072F2;FUN_004077CE;FUN_004087C4;FUN_00409AB6;FUN_00409CBC;FUN_0040A189;FUN_0040DF9E;FUN_00432181;FUN_00435B13;FUN_00494FA4;FUN_004974EC;FUN_004A8F14;FUN_004F3D1A;FUN_004F7EA6;FUN_004F9946;FUN_004FF400	2	FUN_0040104C;FUN_0040BEA0	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00401466(void)	00401466	00401519	180	false		21	00402F01:FUN_00402f01;00403924:FUN_00403924;00403EB8:FUN_00403eb8;00405065:FUN_00405065;0040586F:FUN_0040586f;004072F2:FUN_004072f2;004077CE:FUN_004077ce;004087C4:FUN_004087c4;00409AB6:FUN_00409ab6;00409CBC:FUN_00409cbc;0040A189:FUN_0040a189;0040DF9E:FUN_0040df9e;00432181:FUN_00432181;00435B13:FUN_00435b13;00494FA4:FUN_00494fa4;004974EC:FUN_004974ec;004A8F14:FUN_004a8f14;004F3D1A:FUN_004f3d1a;004F7EA6:FUN_004f7ea6;004F9946:FUN_004f9946;004FF400:FUN_004ff400	2	0040104C:FUN_0040104c;0040BEA0:FUN_0040bea0	64	64	0	0
0040151A	FUN_0040151a	ok	0040151a_FUN_0040151a.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	24	FUN_0040319C;FUN_00403D07;FUN_00404BEA;FUN_004052E3;FUN_00408B8F;FUN_00409B21;FUN_00409D7F;FUN_0040A8C2;FUN_0040B9B0;FUN_0040E2E6;FUN_0059E964;FUN_0059E98D;FUN_0059E9A0;FUN_0059E9F5;FUN_0059EA08;FUN_0059EAD4;FUN_0059EAE7;FUN_0059ECD6;FUN_0059ECFF;FUN_0059ED3C;FUN_0059ED4F;FUN_0059ED62;FUN_0059EE54;FUN_0059EE72	2	FUN_00401152;FUN_0040C1B0	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_0040151a(void)	0040151A	004015C3	170	false		24	0040319C:FUN_0040319c;00403D07:FUN_00403d07;00404BEA:FUN_00404bea;004052E3:FUN_004052e3;00408B8F:FUN_00408b8f;00409B21:FUN_00409b21;00409D7F:FUN_00409d7f;0040A8C2:FUN_0040a8c2;0040B9B0:FUN_0040b9b0;0040E2E6:FUN_0040e2e6;0059E964:Unwind@0059e964;0059E98D:Unwind@0059e98d;0059E9A0:Unwind@0059e9a0;0059E9F5:Unwind@0059e9f5;0059EA08:Unwind@0059ea08;0059EAD4:Unwind@0059ead4;0059EAE7:Unwind@0059eae7;0059ECD6:Unwind@0059ecd6;0059ECFF:Unwind@0059ecff;0059ED3C:Unwind@0059ed3c;0059ED4F:Unwind@0059ed4f;0059ED62:Unwind@0059ed62;0059EE54:Unwind@0059ee54;0059EE72:Unwind@0059ee72	2	00401152:FUN_00401152;0040C1B0:FUN_0040c1b0	24	24	0	0
004015C4	FUN_004015c4	ok	004015c4_FUN_004015c4.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_004015c4(void)	004015C4	004015DC	25	false		0		0		10	0	10	0
004015DD	FUN_004015dd	ok	004015dd_FUN_004015dd.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_00403D9B	0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_004015dd(void)	004015DD	00401636	90	false		1	00403D9B:FUN_00403d9b	0		8	1	7	0
00401637	FUN_00401637	ok	00401637_FUN_00401637.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	6	FUN_00403683;FUN_00403E45;FUN_004055C1;FUN_00409872;FUN_0040ACD2;FUN_0040FC3E	1	FUN_0040C26D	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00401637(void)	00401637	00401725	239	false		6	00403683:FUN_00403683;00403E45:FUN_00403e45;004055C1:FUN_004055c1;00409872:FUN_00409872;0040ACD2:FUN_0040acd2;0040FC3E:FUN_0040fc3e	1	0040C26D:FUN_0040c26d	8	6	2	0
00401726	FUN_00401726	ok	00401726_FUN_00401726.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	2	FUN_00404DD8;FUN_00409B75	2	FUN_00401000;FUN_0040BF90	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00401726(void)	00401726	00401AAB	902	false		2	00404DD8:FUN_00404dd8;00409B75:FUN_00409b75	2	00401000:FUN_00401000;0040BF90:FUN_0040bf90	7	3	4	0
00401AC0	FUN_00401ac0	ok	00401ac0_FUN_00401ac0.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	3	FUN_0040D13E;FUN_00494FA4;FUN_004974EC	2	FUN_0040104C;FUN_0040BEA0	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00401ac0(void)	00401AC0	00401B52	147	false		3	0040D13E:FUN_0040d13e;00494FA4:FUN_00494fa4;004974EC:FUN_004974ec	2	0040104C:FUN_0040104c;0040BEA0:FUN_0040bea0	3	3	0	0
00401B53	FUN_00401b53	ok	00401b53_FUN_00401b53.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	4	FUN_0040B9E0;FUN_0040DB5D;FUN_0059EE10;FUN_0059EE32	2	FUN_00401152;FUN_0040C1B0	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00401b53(void)	00401B53	00401BDB	137	false		4	0040B9E0:FUN_0040b9e0;0040DB5D:FUN_0040db5d;0059EE10:Unwind@0059ee10;0059EE32:Unwind@0059ee32	2	00401152:FUN_00401152;0040C1B0:FUN_0040c1b0	4	4	0	0
00401BDC	FUN_00401bdc	ok	00401bdc_FUN_00401bdc.c	true	PARITY_STATIC_EVIDENCE	STATICALLY_EVIDENCED	complete-ghidra-flow	1	FUN_0040D13E	0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00401bdc(void)	00401BDC	00401BF4	25	false		1	0040D13E:FUN_0040d13e	0		3	1	2	0
00401BF5	FUN_00401bf5	ok	00401bf5_FUN_00401bf5.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		1	FUN_0040BF90	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00401bf5(void)	00401BF5	00401C3F	75	false		0		1	0040BF90:FUN_0040bf90	2	0	2	0
00401C40	FUN_00401c40	ok	00401c40_FUN_00401c40.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_0040DD00	1	FUN_0040C26D	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00401c40(void)	00401C40	00401D02	195	false		1	0040DD00:FUN_0040dd00	1	0040C26D:FUN_0040c26d	2	1	1	0
00401D03	FUN_00401d03	ok	00401d03_FUN_00401d03.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	16	FUN_00402F01;FUN_00403924;FUN_00403EB8;FUN_004067E9;FUN_00407203;FUN_004077CE;FUN_00407D62;FUN_00431FAF;FUN_00432181;FUN_00435B13;FUN_00493E70;FUN_00494FA4;FUN_004974EC;FUN_004F3D1A;FUN_004F7EA6;FUN_004FF400	7	FUN_0040104C;FUN_004021F5;FUN_0040BEA0;FUN_004219A0;FUN_00421B8F;FUN_0054FC81;FUN_0058EE20	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00401d03(void)	00401D03	00401F84	642	false		16	00402F01:FUN_00402f01;00403924:FUN_00403924;00403EB8:FUN_00403eb8;004067E9:FUN_004067e9;00407203:FUN_00407203;004077CE:FUN_004077ce;00407D62:FUN_00407d62;00431FAF:FUN_00431faf;00432181:FUN_00432181;00435B13:FUN_00435b13;00493E70:FUN_00493e70;00494FA4:FUN_00494fa4;004974EC:FUN_004974ec;004F3D1A:FUN_004f3d1a;004F7EA6:FUN_004f7ea6;004FF400:FUN_004ff400	9	0040104C:FUN_0040104c;004021F5:FUN_004021f5;0040BEA0:FUN_0040bea0;004219A0:FUN_004219a0;00421B8F:FUN_00421b8f;0054FC81:FUN_0054fc81;0058EE20:FUN_0058ee20;0058EF10:_strlen;0058EF90:_strcmp	51	51	0	0
00401F85	FUN_00401f85	ok	00401f85_FUN_00401f85.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	4	FUN_0040696A;FUN_00407265;FUN_0040BA10;FUN_0059EBA0	3	FUN_00401152;FUN_0040C1B0;FUN_00421A4B	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00401f85(void)	00401F85	00402134	432	false		4	0040696A:FUN_0040696a;00407265:FUN_00407265;0040BA10:FUN_0040ba10;0059EBA0:Unwind@0059eba0	3	00401152:FUN_00401152;0040C1B0:FUN_0040c1b0;00421A4B:FUN_00421a4b	4	4	0	0
00402135	FUN_00402135	ok	00402135_FUN_00402135.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00402135(void)	00402135	004021F4	192	false		0		0		6	0	6	0
004021F5	FUN_004021f5	ok	004021f5_FUN_004021f5.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_00401D03	0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_004021f5(void)	004021F5	00402308	276	false		1	00401D03:FUN_00401d03	0		7	1	6	0
00402309	FUN_00402309	ok	00402309_FUN_00402309.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_004077CE	4	FUN_00421B8F;FUN_0054FC81;FUN_0058EE20;FUN_0058F078	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00402309(void)	00402309	00402678	880	false		1	004077CE:FUN_004077ce	7	00421B8F:FUN_00421b8f;0054FC81:FUN_0054fc81;0058EE20:FUN_0058ee20;0058EF10:_strlen;0058EF90:_strcmp;0058F020:_memset;0058F078:FUN_0058f078	8	2	6	0
00402679	FUN_00402679	ok	00402679_FUN_00402679.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00402679(void)	00402679	0040268B	19	false		0		0		5	0	5	0
0040268C	FUN_0040268c	ok	0040268c_FUN_0040268c.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	2	FUN_0040707D;FUN_00407281	1	FUN_0040C26D	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_0040268c(void)	0040268C	00402F00	2165	false		2	0040707D:FUN_0040707d;00407281:FUN_00407281	2	0040C26D:FUN_0040c26d;0058EF10:_strlen	3	2	1	0
00402F01	FUN_00402f01	ok	00402f01_FUN_00402f01.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	6	FUN_00403EB8;FUN_0040833B;FUN_00435B13;FUN_00493E70;FUN_00494FA4;FUN_004974EC	7	FUN_00401466;FUN_00401D03;FUN_00403853;FUN_004219A0;FUN_00421B8F;FUN_0054FC81;FUN_0058F078	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00402f01(void)	00402F01	0040319B	667	false		6	00403EB8:FUN_00403eb8;0040833B:FUN_0040833b;00435B13:FUN_00435b13;00493E70:FUN_00493e70;00494FA4:FUN_00494fa4;004974EC:FUN_004974ec	10	00401466:FUN_00401466;00401D03:FUN_00401d03;00403853:FUN_00403853;004219A0:FUN_004219a0;00421B8F:FUN_00421b8f;0054FC81:FUN_0054fc81;0058EF10:_strlen;0058EF90:_strcmp;0058F078:FUN_0058f078;0058F0CA:operator_new	20	20	0	0
0040319C	FUN_0040319c	ok	0040319c_FUN_0040319c.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_0040BA40	1	FUN_0040151A	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_0040319c(void)	0040319C	00403278	221	false		1	0040BA40:FUN_0040ba40	1	0040151A:FUN_0040151a	1	1	0	0
00403279	FUN_00403279	ok	00403279_FUN_00403279.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		2	FUN_00421B8F;FUN_0058F078	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00403279(void)	00403279	004032E7	111	false		0		2	00421B8F:FUN_00421b8f;0058F078:FUN_0058f078	1	0	1	0
004032E8	FUN_004032e8	ok	004032e8_FUN_004032e8.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		4	FUN_00401000;FUN_0040C0F0;FUN_00429A6D;FUN_0042AD2B	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_004032e8(void)	004032E8	00403682	923	false		0		4	00401000:FUN_00401000;0040C0F0:FUN_0040c0f0;00429A6D:FUN_00429a6d;0042AD2B:FUN_0042ad2b	1	0	1	0
00403683	FUN_00403683	ok	00403683_FUN_00403683.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		5	FUN_00401637;FUN_0040BD30;FUN_0040BD60;FUN_0040C0F0;FUN_00430F20	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00403683(void)	00403683	00403852	464	false		0		5	00401637:FUN_00401637;0040BD30:FUN_0040bd30;0040BD60:FUN_0040bd60;0040C0F0:FUN_0040c0f0;00430F20:FUN_00430f20	1	0	1	0
00403853	FUN_00403853	ok	00403853_FUN_00403853.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_00402F01	0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00403853(void)	00403853	00403923	209	false		1	00402F01:FUN_00402f01	0		2	1	1	0
00403924	FUN_00403924	ok	00403924_FUN_00403924.c	true	PARITY_STATIC_EVIDENCE	STATICALLY_EVIDENCED	complete-ghidra-flow	1	FUN_00493E70	4	FUN_0040116E;FUN_00401466;FUN_00401D03;FUN_0054AC09	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00403924(void)	00403924	00403D06	995	false		1	00493E70:FUN_00493e70	5	0040116E:FUN_0040116e;00401466:FUN_00401466;00401D03:FUN_00401d03;0054AC09:FUN_0054ac09;0058F0CA:operator_new	2	2	0	0
00403D07	FUN_00403d07	ok	00403d07_FUN_00403d07.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_0040BA70	1	FUN_0040151A	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00403d07(void)	00403D07	00403D9A	148	false		1	0040BA70:FUN_0040ba70	1	0040151A:FUN_0040151a	1	1	0	0
00403D9B	FUN_00403d9b	ok	00403d9b_FUN_00403d9b.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		3	FUN_004015DD;FUN_00429A6D;FUN_0042AD2B	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00403d9b(void)	00403D9B	00403DF1	87	false		0		3	004015DD:FUN_004015dd;00429A6D:FUN_00429a6d;0042AD2B:FUN_0042ad2b	1	0	1	0
00403DF2	FUN_00403df2	ok	00403df2_FUN_00403df2.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	35	FUN_0040ACD2;FUN_004110F5;FUN_00416196;FUN_0041EF0F;FUN_00441823;FUN_004595EC;FUN_0045EE28;FUN_004625DA;FUN_00463752;FUN_00463899;FUN_004639E6;FUN_00463AA8;FUN_00464004;FUN_004640E5;FUN_00465B05;FUN_004662C5;FUN_004729D4;FUN_004735BA;FUN_00474896;FUN_00474CE2;FUN_004754E0;FUN_00476006;FUN_004776C3;FUN_0047E9B6;FUN_00484D44;FUN_00488DD6;FUN_0049889A;FUN_004A2AEF;FUN_004A32DD;FUN_004A626E;FUN_004AC985;FUN_004AE3D6;FUN_00512922;FUN_0052B97D;FUN_0055D345	0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00403df2(void)	00403DF2	00403E44	83	false		35	0040ACD2:FUN_0040acd2;004110F5:FUN_004110f5;00416196:FUN_00416196;0041EF0F:FUN_0041ef0f;00441823:FUN_00441823;004595EC:FUN_004595ec;0045EE28:FUN_0045ee28;004625DA:FUN_004625da;00463752:FUN_00463752;00463899:FUN_00463899;004639E6:FUN_004639e6;00463AA8:FUN_00463aa8;00464004:FUN_00464004;004640E5:FUN_004640e5;00465B05:FUN_00465b05;004662C5:FUN_004662c5;004729D4:FUN_004729d4;004735BA:FUN_004735ba;00474896:FUN_00474896;00474CE2:FUN_00474ce2;004754E0:FUN_004754e0;00476006:FUN_00476006;004776C3:FUN_004776c3;0047E9B6:FUN_0047e9b6;00484D44:FUN_00484d44;00488DD6:FUN_00488dd6;0049889A:FUN_0049889a;004A2AEF:FUN_004a2aef;004A32DD:FUN_004a32dd;004A626E:FUN_004a626e;004AC985:FUN_004ac985;004AE3D6:FUN_004ae3d6;00512922:FUN_00512922;0052B97D:FUN_0052b97d;0055D345:FUN_0055d345	0		177	177	0	0
00403E45	FUN_00403e45	ok	00403e45_FUN_00403e45.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		1	FUN_00401637	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00403e45(void)	00403E45	00403EB7	115	false		0		1	00401637:FUN_00401637	1	0	1	0
00403EB8	FUN_00403eb8	ok	00403eb8_FUN_00403eb8.c	true	PARITY_STATIC_EVIDENCE	STATICALLY_EVIDENCED	complete-ghidra-flow	1	FUN_00493E70	6	FUN_0040116E;FUN_00401466;FUN_00401D03;FUN_00402F01;FUN_0040BAD0;FUN_0054AC09	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00403eb8(void)	00403EB8	00404BE9	3378	false		1	00493E70:FUN_00493e70	8	0040116E:FUN_0040116e;00401466:FUN_00401466;00401D03:FUN_00401d03;00402F01:FUN_00402f01;0040BAD0:FUN_0040bad0;0054AC09:FUN_0054ac09;0058EF10:_strlen;0058F0CA:operator_new	2	2	0	0
00404BEA	FUN_00404bea	ok	00404bea_FUN_00404bea.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_0040BAA0	1	FUN_0040151A	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00404bea(void)	00404BEA	00404C12	41	false		1	0040BAA0:FUN_0040baa0	1	0040151A:FUN_0040151a	1	1	0	0
00404C13	FUN_00404c13	ok	00404c13_FUN_00404c13.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00404c13(void)	00404C13	00404D40	302	false		0		4	0058EF10:_strlen;0058F020:_memset;0058F0F0:_strncpy;EXTERNAL:00000090:CharPrevA	1	0	1	0
00404D41	FUN_00404d41	ok	00404d41_FUN_00404d41.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00404d41(void)	00404D41	00404D59	25	false		0		0		1	0	1	0
00404D5A	FUN_00404d5a	ok	00404d5a_FUN_00404d5a.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00404d5a(void)	00404D5A	00404D6D	20	false		0		0		1	0	1	0
00404D6E	FUN_00404d6e	ok	00404d6e_FUN_00404d6e.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		1	FUN_0040C090	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00404d6e(void)	00404D6E	00404DD7	106	false		0		1	0040C090:FUN_0040c090	1	0	1	0
