entry	symbol	decompile_status	decompile_file	file_present	evidence_class	research_status	next_action	textual_callers_count	textual_callers	textual_callees_count	textual_callees	source_cpp_h_references	callgraph_basis	ghidra_catalog_present	ghidra_calling_convention	ghidra_signature	ghidra_body_min	ghidra_body_max	ghidra_body_address_count	ghidra_is_thunk	ghidra_thunk_target	ghidra_direct_callers_count	ghidra_direct_callers	ghidra_direct_callees_count	ghidra_direct_callees	ghidra_incoming_ref_count	ghidra_incoming_flow_refs	ghidra_incoming_data_refs	ghidra_incoming_other_refs
00594C26	FUN_00594c26	ok	00594c26_FUN_00594c26.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	16	FUN_0058F75F;FUN_0058F83F;FUN_0058F8C9;FUN_0058F92E;FUN_0058FB1E;FUN_005906A7;FUN_00590AE5;FUN_00590B78;FUN_00590BDD;FUN_00594BAA;FUN_00594D52;FUN_00594DCE;FUN_00594E4D;FUN_005950CC;FUN_005951A4;FUN_0059B65E	1	FUN_00593D53	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00594c26(void)	00594C26	00594C2E	9	false		16	0058F75F:FUN_0058f75f;0058F83F:FUN_0058f83f;0058F8C9:FUN_0058f8c9;0058F92E:FUN_0058f92e;0058FB1E:FUN_0058fb1e;005906A7:FUN_005906a7;00590AE5:FUN_00590ae5;00590B78:FUN_00590b78;00590BDD:FUN_00590bdd;00594BAA:FUN_00594baa;00594D52:FUN_00594d52;00594DCE:FUN_00594dce;00594E4D:FUN_00594e4d;005950CC:FUN_005950cc;005951A4:FUN_005951a4;0059B65E:FUN_0059b65e	1	00593D53:FUN_00593d53	21	21	0	0
00594C2F	FUN_00594c2f	ok	00594c2f_FUN_00594c2f.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_0058FB1E	3	FUN_00594E8F;FUN_00596AAD;FUN_00596B0E	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00594c2f(void)	00594C2F	00594D51	291	false		1	0058FB1E:FUN_0058fb1e	7	0058FE9E:_malloc;00594E8F:FUN_00594e8f;00596AAD:FUN_00596aad;00596B0E:FUN_00596b0e;EXTERNAL:00000033:EnterCriticalSection;EXTERNAL:00000034:LeaveCriticalSection;EXTERNAL:0000003C:InitializeCriticalSection	1	1	0	0
00594D52	FUN_00594d52	ok	00594d52_FUN_00594d52.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_0058FB1E	2	FUN_00594C1D;FUN_00594C26	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00594d52(void)	00594D52	00594DCD	124	false		1	0058FB1E:FUN_0058fb1e	3	00594C1D:FUN_00594c1d;00594C26:FUN_00594c26;EXTERNAL:00000027:SetStdHandle	1	1	0	0
00594DCE	FUN_00594dce	ok	00594dce_FUN_00594dce.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_0058F7BC	2	FUN_00594C1D;FUN_00594C26	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00594dce(void)	00594DCE	00594E4C	127	false		1	0058F7BC:FUN_0058f7bc	3	00594C1D:FUN_00594c1d;00594C26:FUN_00594c26;EXTERNAL:00000027:SetStdHandle	1	1	0	0
00594E4D	FUN_00594e4d	ok	00594e4d_FUN_00594e4d.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	4	FUN_0058F7BC;FUN_00590AE5;FUN_00595131;FUN_005951A4	2	FUN_00594C1D;FUN_00594C26	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00594e4d(void)	00594E4D	00594E8E	66	false		4	0058F7BC:FUN_0058f7bc;00590AE5:FUN_00590ae5;00595131:FUN_00595131;005951A4:FUN_005951a4	2	00594C1D:FUN_00594c1d;00594C26:FUN_00594c26	7	7	0	0
00594E8F	FUN_00594e8f	ok	00594e8f_FUN_00594e8f.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	7	FUN_0058F75F;FUN_0058F83F;FUN_0058F8C9;FUN_00590AE5;FUN_00590B78;FUN_00594C2F;FUN_005950CC	2	FUN_00596AAD;FUN_00596B0E	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00594e8f(void)	00594E8F	00594EED	95	false		7	0058F75F:FUN_0058f75f;0058F83F:FUN_0058f83f;0058F8C9:FUN_0058f8c9;00590AE5:FUN_00590ae5;00590B78:FUN_00590b78;00594C2F:FUN_00594c2f;005950CC:FUN_005950cc	4	00596AAD:FUN_00596aad;00596B0E:FUN_00596b0e;EXTERNAL:00000033:EnterCriticalSection;EXTERNAL:0000003C:InitializeCriticalSection	7	7	0	0
00594EEE	FUN_00594eee	ok	00594eee_FUN_00594eee.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	7	FUN_0058F75F;FUN_0058F83F;FUN_0058F8C9;FUN_0058FB1E;FUN_00590AE5;FUN_00590B78;FUN_005950CC	0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00594eee(void)	00594EEE	00594F0F	34	false		7	0058F75F:FUN_0058f75f;0058F83F:FUN_0058f83f;0058F8C9:FUN_0058f8c9;0058FB1E:FUN_0058fb1e;00590AE5:FUN_00590ae5;00590B78:FUN_00590b78;005950CC:FUN_005950cc	1	EXTERNAL:00000034:LeaveCriticalSection	7	7	0	0
00594F10	FUN_00594f10	ok	00594f10_FUN_00594f10.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_005927AC	0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00594f10(void)	00594F10	005950CB	444	false		1	005927AC:entry	6	0058FE9E:_malloc;005928B4:__amsg_exit;EXTERNAL:00000025:GetStdHandle;EXTERNAL:00000026:SetHandleCount;EXTERNAL:0000002B:GetStartupInfoA;EXTERNAL:0000004F:GetFileType	1	1	0	0
005950CC	FUN_005950cc	ok	005950cc_FUN_005950cc.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	3	FUN_005918DD;FUN_00591A6A;FUN_00593F11	5	FUN_00594C1D;FUN_00594C26;FUN_00594E8F;FUN_00594EEE;FUN_00595131	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_005950cc(void)	005950CC	00595130	101	false		3	005918DD:FUN_005918dd;00591A6A:FUN_00591a6a;00593F11:FUN_00593f11	5	00594C1D:FUN_00594c1d;00594C26:FUN_00594c26;00594E8F:FUN_00594e8f;00594EEE:FUN_00594eee;00595131:FUN_00595131	5	5	0	0
00595131	FUN_00595131	ok	00595131_FUN_00595131.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	6	FUN_0058F83F;FUN_0058F92E;FUN_0058FB1E;FUN_00590BDD;FUN_005950CC;FUN_005951A4	3	FUN_00594BAA;FUN_00594C1D;FUN_00594E4D	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00595131(void)	00595131	005951A3	115	false		6	0058F83F:FUN_0058f83f;0058F92E:FUN_0058f92e;0058FB1E:FUN_0058fb1e;00590BDD:FUN_00590bdd;005950CC:FUN_005950cc;005951A4:FUN_005951a4	5	00594BAA:FUN_00594baa;00594C1D:FUN_00594c1d;00594E4D:FUN_00594e4d;EXTERNAL:00000024:SetFilePointer;EXTERNAL:0000005A:GetLastError	12	12	0	0
005951A4	FUN_005951a4	ok	005951a4_FUN_005951a4.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_0058FB1E	7	FUN_0058F730;FUN_00590BDD;FUN_00594C1D;FUN_00594C26;FUN_00594E4D;FUN_00595131;FUN_0059AF95	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_005951a4(void)	005951A4	005952C8	293	false		1	0058FB1E:FUN_0058fb1e	10	0058F020:_memset;0058F730:FUN_0058f730;00590BDD:FUN_00590bdd;00594C1D:FUN_00594c1d;00594C26:FUN_00594c26;00594E4D:FUN_00594e4d;00595131:FUN_00595131;0059AF95:FUN_0059af95;EXTERNAL:00000023:SetEndOfFile;EXTERNAL:0000005A:GetLastError	1	1	0	0
005952D0	__trandisp1	ok	005952d0___trandisp1.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined __trandisp1(void)	005952D0	00595336	103	false		2	00597EBE:__cintrindisp1;0059807B:__ctrandisp1	0		2	2	0	0
00595337	__trandisp2	ok	00595337___trandisp2.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined __trandisp2(void)	00595337	005953C2	140	false		2	00597E80:__cintrindisp2;00597EFB:__ctrandisp2	0		2	2	0	0
005953D6	FUN_005953d6	ok	005953d6_FUN_005953d6.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_005953d6(void)	005953D6	005953DA	5	false		0		0		1	1	0	0
00595493	FUN_00595493	ok	00595493_FUN_00595493.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00595493(void)	00595493	00595499	7	false		0		0		1	1	0	0
005954B5	FUN_005954b5	ok	005954b5_FUN_005954b5.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	3	FUN_0059161D;FUN_0059293D;FUN_00592D12	0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_005954b5(void)	005954B5	005954CB	23	false		3	0059161D:FUN_0059161d;0059293D:FUN_0059293d;00592D12:FUN_00592d12	0		3	3	0	0
005954CC	FUN_005954cc	ok	005954cc_FUN_005954cc.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	4	FUN_0058FE0D;FUN_0059101D;FUN_0059161D;FUN_0059293D	0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_005954cc(void)	005954CC	005954E4	25	false		4	0058FE0D:FUN_0058fe0d;0059101D:FUN_0059101d;0059161D:FUN_0059161d;0059293D:FUN_0059293d	0		4	4	0	0
005954E5	__fload_withFB	ok	005954e5___fload_withFB.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	noreturn undefined __fload_withFB(void)	005954E5	00595527	67	false		4	0058FE04:FUN_0058fe04;00591014:FUN_00591014;00591614:FUN_00591614;00592D12:FUN_00592d12	0		6	6	0	0
00595528	FUN_00595528	ok	00595528_FUN_00595528.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	4	FUN_0058FDF0;FUN_00591000;FUN_00591600;FUN_00592920	0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00595528(void)	00595528	0059553D	22	false		4	0058FDF0:FUN_0058fdf0;00591000:FUN_00591000;00591600:FUN_00591600;00592920:FUN_00592920	0		4	4	0	0
0059554B	__math_exit	ok	0059554b___math_exit.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined __math_exit(void)	0059554B	00595574	42	false		4	0058FE0D:FUN_0058fe0d;0059101D:FUN_0059101d;0059161D:FUN_0059161d;0059293D:FUN_0059293d	1	00595647:__startOneArgErrorHandling	4	4	0	0
00595630	FUN_00595630	ok	00595630_FUN_00595630.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		1	FUN_0059AFF6	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00595630(void)	00595630	00595646	23	false		0		0		0	0	0	0
00595647	__startOneArgErrorHandling	ok	00595647___startOneArgErrorHandling.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		1	FUN_0059AFF6	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined __startOneArgErrorHandling(void)	00595647	00595682	60	false		5	0058FE0D:FUN_0058fe0d;0059101D:FUN_0059101d;0059161D:FUN_0059161d;0059293D:FUN_0059293d;0059554B:__math_exit	1	0059AFF6:FUN_0059aff6	5	5	0	0
00595683	FUN_00595683	ok	00595683_FUN_00595683.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	3	FUN_0058FEB0;FUN_005916BA;FUN_00599173	0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00595683(void)	00595683	0059569D	27	false		3	0058FEB0:__nh_malloc;005916BA:FUN_005916ba;00599173:FUN_00599173	0		5	5	0	0
0059569E	FUN_0059569e	ok	0059569e_FUN_0059569e.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_005956CB	0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_0059569e(void)	0059569E	005956CA	45	false		1	005956CB:FUN_005956cb	1	EXTERNAL:00000054:GetModuleHandleA	1	1	0	0
005956CB	FUN_005956cb	ok	005956cb_FUN_005956cb.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_00595813	3	FUN_0058F730;FUN_0059569E;FUN_0059B0C6	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_005956cb(void)	005956CB	00595812	328	false		1	00595813:FUN_00595813	9	0058F570:_strchr;0058F730:FUN_0058f730;005902C0:_strstr;00591220:_strncmp;0059569E:FUN_0059569e;0059B0C6:FUN_0059b0c6;EXTERNAL:00000008:GetEnvironmentVariableA;EXTERNAL:00000037:GetModuleFileNameA;EXTERNAL:0000006A:GetVersionExA	1	1	0	0
00595813	FUN_00595813	ok	00595813_FUN_00595813.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_005927AC	3	FUN_005956CB;FUN_00595870;FUN_005963B7	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00595813(void)	00595813	0059586F	93	false		1	005927AC:entry	5	005956CB:FUN_005956cb;00595870:FUN_00595870;005963B7:FUN_005963b7;EXTERNAL:00000021:HeapCreate;EXTERNAL:0000006B:HeapDestroy	1	1	0	0
00595870	FUN_00595870	ok	00595870_FUN_00595870.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_00595813	0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00595870(void)	00595870	005958B7	72	false		1	00595813:FUN_00595813	1	EXTERNAL:0000004E:HeapAlloc	1	1	0	0
005958B8	FUN_005958b8	ok	005958b8_FUN_005958b8.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	3	FUN_0058FFD8;FUN_00599173;FUN_005994A2	0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_005958b8(void)	005958B8	005958E2	43	false		3	0058FFD8:FUN_0058ffd8;00599173:FUN_00599173;005994A2:FUN_005994a2	0		4	4	0	0
005958E3	FUN_005958e3	ok	005958e3_FUN_005958e3.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	2	FUN_0058FFD8;FUN_00599173	1	FUN_00591FD0	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_005958e3(void)	005958E3	00595C0B	809	false		2	0058FFD8:FUN_0058ffd8;00599173:FUN_00599173	3	00591FD0:FUN_00591fd0;EXTERNAL:00000020:VirtualFree;EXTERNAL:00000052:HeapFree	3	3	0	0
00595C0C	FUN_00595c0c	ok	00595c0c_FUN_00595c0c.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	3	FUN_0058FEDC;FUN_005916BA;FUN_00599173	2	FUN_00595F15;FUN_00595FC6	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00595c0c(void)	00595C0C	00595F14	777	false		3	0058FEDC:FUN_0058fedc;005916BA:FUN_005916ba;00599173:FUN_00599173	2	00595F15:FUN_00595f15;00595FC6:FUN_00595fc6	3	3	0	0
00595F15	FUN_00595f15	ok	00595f15_FUN_00595f15.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_00595C0C	0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00595f15(void)	00595F15	00595FC5	177	false		1	00595C0C:FUN_00595c0c	4	EXTERNAL:0000001E:HeapReAlloc;EXTERNAL:0000001F:VirtualAlloc;EXTERNAL:0000004E:HeapAlloc;EXTERNAL:00000052:HeapFree	1	1	0	0
00595FC6	FUN_00595fc6	ok	00595fc6_FUN_00595fc6.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_00595C0C	0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00595fc6(void)	00595FC6	005960C0	251	false		1	00595C0C:FUN_00595c0c	1	EXTERNAL:0000001F:VirtualAlloc	1	1	0	0
005960C1	FUN_005960c1	ok	005960c1_FUN_005960c1.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_00599173	0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_005960c1(void)	005960C1	005963B6	758	false		1	00599173:FUN_00599173	0		1	1	0	0
005963B7	FUN_005963b7	ok	005963b7_FUN_005963b7.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	2	FUN_00595813;FUN_005966AF	0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_005963b7(void)	005963B7	005964FA	324	false		2	00595813:FUN_00595813;005966AF:FUN_005966af	5	0058F020:_memset;EXTERNAL:0000001F:VirtualAlloc;EXTERNAL:00000020:VirtualFree;EXTERNAL:0000004E:HeapAlloc;EXTERNAL:00000052:HeapFree	2	2	0	0
005964FB	FUN_005964fb	ok	005964fb_FUN_005964fb.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_00596551	0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_005964fb(void)	005964FB	00596550	86	false		1	00596551:FUN_00596551	2	EXTERNAL:00000020:VirtualFree;EXTERNAL:00000052:HeapFree	1	1	0	0
00596551	FUN_00596551	ok	00596551_FUN_00596551.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_0059666A	1	FUN_005964FB	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00596551(void)	00596551	00596612	194	false		1	0059666A:FUN_0059666a	2	005964FB:FUN_005964fb;EXTERNAL:00000020:VirtualFree	1	1	0	0
00596613	FUN_00596613	ok	00596613_FUN_00596613.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	3	FUN_0058FFD8;FUN_00599173;FUN_005994A2	0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00596613(void)	00596613	00596669	87	false		3	0058FFD8:FUN_0058ffd8;00599173:FUN_00599173;005994A2:FUN_005994a2	0		3	3	0	0
0059666A	FUN_0059666a	ok	0059666a_FUN_0059666a.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	2	FUN_0058FFD8;FUN_00599173	1	FUN_00596551	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_0059666a(void)	0059666A	005966AE	69	false		2	0058FFD8:FUN_0058ffd8;00599173:FUN_00599173	1	00596551:FUN_00596551	3	3	0	0
005966AF	FUN_005966af	ok	005966af_FUN_005966af.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	3	FUN_0058FEDC;FUN_005916BA;FUN_00599173	2	FUN_005963B7;FUN_005968B7	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_005966af(void)	005966AF	005968B6	520	false		3	0058FEDC:FUN_0058fedc;005916BA:FUN_005916ba;00599173:FUN_00599173	4	0058F020:_memset;005963B7:FUN_005963b7;005968B7:FUN_005968b7;EXTERNAL:0000001F:VirtualAlloc	3	3	0	0
005968B7	FUN_005968b7	ok	005968b7_FUN_005968b7.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_005966AF	0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_005968b7(void)	005968B7	005969DA	292	false		1	005966AF:FUN_005966af	0		2	2	0	0
005969DB	FUN_005969db	ok	005969db_FUN_005969db.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_00599173	0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_005969db(void)	005969DB	00596A83	169	false		1	00599173:FUN_00599173	0		1	1	0	0
00596A84	FUN_00596a84	ok	00596a84_FUN_00596a84.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_00593CEC	0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00596a84(void)	00596A84	00596AAC	41	false		1	00593CEC:FUN_00593cec	1	EXTERNAL:0000003C:InitializeCriticalSection	1	1	0	0
00596AAD	FUN_00596aad	ok	00596aad_FUN_00596aad.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	30	FUN_0058FEDC;FUN_0058FFD8;FUN_005916BA;FUN_00591BB3;FUN_00591BE2;FUN_00591D19;FUN_005923DC;FUN_00592780;FUN_00594AE2;FUN_00594C2F;FUN_00594E8F;FUN_00596C04;FUN_00596D99;FUN_00597030;FUN_00598A26;FUN_00598A54;FUN_00598CDB;FUN_00599173;FUN_005994A2;FUN_00599797;FUN_0059A1A7;FUN_0059A5FA;FUN_0059ADEA;FUN_0059B540;FUN_0059B637;FUN_0059B76A;FUN_0059B8A5;FUN_0059CA90;FUN_0059E5FE;FUN_0059E7F8	2	FUN_0058FFD8;FUN_00596B0E	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00596aad(void)	00596AAD	00596B0D	97	false		31	0058FEDC:FUN_0058fedc;0058FFD8:FUN_0058ffd8;005916BA:FUN_005916ba;00591BB3:FUN_00591bb3;00591BE2:FUN_00591be2;00591D19:FUN_00591d19;005923DC:FUN_005923dc;00592780:FUN_00592780;00594AE2:FUN_00594ae2;00594C2F:FUN_00594c2f;00594E8F:FUN_00594e8f;00596AAD:FUN_00596aad;00596C04:FUN_00596c04;00596D99:FUN_00596d99;00597030:FUN_00597030;00598A26:FUN_00598a26;00598A54:FUN_00598a54;00598CDB:FUN_00598cdb;00599173:FUN_00599173;005994A2:FUN_005994a2;00599797:FUN_00599797;0059A1A7:FUN_0059a1a7;0059A5FA:FUN_0059a5fa;0059ADEA:FUN_0059adea;0059B540:FUN_0059b540;0059B637:FUN_0059b637;0059B76A:FUN_0059b76a;0059B8A5:FUN_0059b8a5;0059CA90:FUN_0059ca90;0059E5FE:FUN_0059e5fe;0059E7F8:FUN_0059e7f8	7	0058FE9E:_malloc;0058FFD8:FUN_0058ffd8;005928B4:__amsg_exit;00596AAD:FUN_00596aad;00596B0E:FUN_00596b0e;EXTERNAL:00000033:EnterCriticalSection;EXTERNAL:0000003C:InitializeCriticalSection	37	37	0	0
00596B0E	FUN_00596b0e	ok	00596b0e_FUN_00596b0e.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	36	FUN_0058FF43;FUN_0058FFA2;FUN_00590042;FUN_0059009A;FUN_00591753;FUN_005917DC;FUN_00591C05;FUN_00591C34;FUN_00591D19;FUN_005923DC;FUN_00592789;FUN_00594AE2;FUN_00594C2F;FUN_00594E8F;FUN_00596AAD;FUN_00596C04;FUN_00596D99;FUN_00597030;FUN_00598A26;FUN_00598A54;FUN_00598CDB;FUN_005992FE;FUN_0059944C;FUN_0059950C;FUN_00599587;FUN_00599797;FUN_0059A1A7;FUN_0059A5FA;FUN_0059ADEA;FUN_0059B540;FUN_0059B637;FUN_0059B76A;FUN_0059B8A5;FUN_0059CA90;FUN_0059E5FE;FUN_0059E7F8	0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00596b0e(void)	00596B0E	00596B22	21	false		36	0058FF43:FUN_0058ff43;0058FFA2:FUN_0058ffa2;00590042:FUN_00590042;0059009A:FUN_0059009a;00591753:FUN_00591753;005917DC:FUN_005917dc;00591C05:FUN_00591c05;00591C34:FUN_00591c34;00591D19:FUN_00591d19;005923DC:FUN_005923dc;00592789:FUN_00592789;00594AE2:FUN_00594ae2;00594C2F:FUN_00594c2f;00594E8F:FUN_00594e8f;00596AAD:FUN_00596aad;00596C04:FUN_00596c04;00596D99:FUN_00596d99;00597030:FUN_00597030;00598A26:FUN_00598a26;00598A54:FUN_00598a54;00598CDB:FUN_00598cdb;005992FE:FUN_005992fe;0059944C:FUN_0059944c;0059950C:FUN_0059950c;00599587:FUN_00599587;00599797:FUN_00599797;0059A1A7:FUN_0059a1a7;0059A5FA:FUN_0059a5fa;0059ADEA:FUN_0059adea;0059B540:FUN_0059b540;0059B637:FUN_0059b637;0059B76A:FUN_0059b76a;0059B8A5:FUN_0059b8a5;0059CA90:FUN_0059ca90;0059E5FE:FUN_0059e5fe;0059E7F8:FUN_0059e7f8	1	EXTERNAL:00000034:LeaveCriticalSection	46	46	0	0
00596BE9	FUN_00596be9	ok	00596be9_FUN_00596be9.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	0		0		0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00596be9(void)	00596BE9	00596C03	27	false		0		1	0058ED6E:__local_unwind2	0	0	0	0
00596C04	FUN_00596c04	ok	00596c04_FUN_00596c04.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_005905EF	4	FUN_00596AAD;FUN_00596B0E;FUN_0059B2E2;FUN_0059B540	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00596c04(void)	00596C04	00596D98	405	false		1	005905EF:FUN_005905ef	4	00596AAD:FUN_00596aad;00596B0E:FUN_00596b0e;0059B2E2:FUN_0059b2e2;0059B540:FUN_0059b540	4	4	0	0
00596D99	FUN_00596d99	ok	00596d99_FUN_00596d99.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_005905EF	2	FUN_00596AAD;FUN_00596B0E	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00596d99(void)	00596D99	00596E0A	114	false		1	005905EF:FUN_005905ef	3	00596AAD:FUN_00596aad;00596B0E:FUN_00596b0e;0059B610:_strrchr	1	1	0	0
00596E0B	FUN_00596e0b	ok	00596e0b_FUN_00596e0b.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	3	FUN_005906A7;FUN_005913B8;FUN_00592628	2	FUN_00598A26;FUN_00598CDB	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00596e0b(void)	00596E0B	00596ECC	194	false		3	005906A7:FUN_005906a7;005913B8:FUN_005913b8;00592628:___timet_from_ft	2	00598A26:FUN_00598a26;00598CDB:FUN_00598cdb	6	6	0	0
00596ECD	FUN_00596ecd	ok	00596ecd_FUN_00596ecd.c	true	CORPUS_ONLY	UNMAPPED	triage-by-entrypoint-or-caller	1	FUN_005906A7	4	FUN_0058FFD8;FUN_00594BAA;FUN_00594C1D;FUN_0059B637	0	ghidra-direct-plus-exported-decompile-text	true	unknown	undefined FUN_00596ecd(void)	00596ECD	00596F71	165	false		1	005906A7:FUN_005906a7	7	0058FE9E:_malloc;0058FFD8:FUN_0058ffd8;00594BAA:FUN_00594baa;00594C1D:FUN_00594c1d;0059B637:FUN_0059b637;EXTERNAL:0000001C:GetFullPathNameA;EXTERNAL:0000005A:GetLastError	1	1	0	0
